const Q = -1   #uptype Q=+2 downtype Q=-1
const photon_prime = -Double64(pi)*2 / 3 * coup_e * Q 
const photon = 0

p_11(L=4)=  -3.6906452630634516710764029948299182e-02

p_11(L=5)=  -4.06086018340148951475409300165900904e-02

p_11(L=6)=  -4.33447211853218994225542658667492625e-02

p_11(L=7)=  -4.55216543510380395488050232693052867e-02

p_11(L=8)=  -4.73194059001934686006861460609697216e-02

p_11(L=9)=  -4.88419735111955799645576774046220904e-02

p_11(L=10)=  -5.01571204125756208992682767336804314e-02

p_11(L=11)=  -5.13114557690020512353836560362062379e-02

p_11(L=12)=  -5.2338130408626431377420934783247361e-02

p_11(L=13)=  -5.32613732251803152479188327285919745e-02

p_11(L=14)=  -5.40993261112659517968674414722124446e-02

p_11(L=15)=  -5.48658712131147070467029060649261345e-02

p_11(L=16)=  -5.55718382226876431149699643051990661e-02

p_11(L=17)=  -5.62258211416401080814546195230650756e-02

p_11(L=18)=  -5.68347436168621421731342127337298739e-02

p_11(L=19)=  -5.74042587746209187312345995690406933e-02

p_11(L=20)=  -5.79390376927494247501964863606170128e-02

p_11(L=21)=  -5.84429813452328310979477091766842554e-02

p_11(L=22)=  -5.89193789117425066901816110460321265e-02

p_11(L=23)=  -5.93710278081130259310587144848032828e-02

p_11(L=24)=  -5.9800325939245889507768462142209218e-02

p_11(L=25)=  -6.02093434861472863912672197305651124e-02

p_11(L=26)=  -6.05998794029395605612501789852710071e-02

p_11(L=27)=  -6.09735063440419362932098435729259654e-02

p_11(L=28)=  -6.13316067332676551785144611846771608e-02

p_11(L=29)=  -6.16754019772650212405309711246637391e-02

p_11(L=30)=  -6.20059763197533507059041598385243563e-02

p_11(L=31)=  -6.23242964673494726605579515363690035e-02

p_11(L=32)=  -6.26312278503182935836083301806257854e-02

p_11(L=33)=  -6.29275481837308431493473693858126794e-02

p_11(L=34)=  -6.32139588466146523618141951397554376e-02

p_11(L=35)=  -6.3491094485034337315760113463262068e-02

p_11(L=36)=  -6.37595311599823647034917707804000907e-02

p_11(L=37)=  -6.40197932955986436829105736335623361e-02

p_11(L=38)=  -6.42723596326036892083084619996765702e-02

p_11(L=39)=  -6.45176683523051776719806976438323175e-02

p_11(L=40)=  -6.47561215054619365148362825367063114e-02

p_11(L=41)=  -6.49880888556901648921604675957623915e-02

p_11(L=42)=  -6.52139112274986959195382553773620955e-02

p_11(L=43)=  -6.54339034333312540838846139057333174e-02

p_11(L=44)=  -6.56483568413292282914165080918135525e-02

p_11(L=45)=  -6.58575416352622844362315779705172372e-02

p_11(L=46)=  -6.60617088097084907915628275982635234e-02

p_11(L=47)=  -6.6261091936714722462206032200914959e-02

p_11(L=48)=  -6.64559087345310337388512164506260986e-02

p_11(L=49)=  -6.66463624643533553375462431723312607e-02
 
p_11(L=50)=  -6.68326431771410256704824644423724021e-02
 
p_11(L=51)=  -6.70149288293515597494286450882629438e-02

p_11(L=52)=  -6.71933862837369067858195585931763851e-02

p_11(L=53)=  -6.73681722090788775205706887440015139e-02

p_11(L=54)=  -6.7539433890830471152033979905293452e-02

p_11(L=55)=  -6.77073099630130764552036554237117368e-02
 
p_11(L=56)=  -6.78719310703470815380312588115410951e-02
 
p_11(L=57)=  -6.80334204684246256349133446437627958e-02

p_11(L=58)=  -6.8191894568734761836981283303088212e-02

p_11(L=59)=  -6.8347463434495801092707384129720486e-02

p_11(L=60)=  -6.8500231232514496569854600895873087e-02

p_11(L=61)=  -6.86502966456583114968516917677970862e-02
 
p_11(L=62)=  -6.87977532499797651542250384356719254e-02
 
p_11(L=63)=  -6.89426898600578288490501139644447396e-02
 
p_11(L=64)=  -6.90851908457097252206595460293992477e-02


dot(p)_11(L=4)=  4.19598064639126690895160429458782858e-02

dot(p)_11(L=5)=  5.36046479413300933876539936211893183e-02

dot(p)_11(L=6)=  6.46338865771367262001065163567992803e-02

dot(p)_11(L=7)=  7.53794762357883290267972787042075734e-02

dot(p)_11(L=8)=  8.59467232511880952981090006287478817e-02

dot(p)_11(L=9)=  9.6384449101718078776954273156172032e-02

dot(p)_11(L=10)=  1.06723849253346204736710647000165728e-01

dot(p)_11(L=11)=  1.16987437340618211244122533582766709e-01

dot(p)_11(L=12)=  1.27191892472114824925610550689514979e-01

dot(p)_11(L=13)=  1.37349645035991521285215633080629214e-01

dot(p)_11(L=14)=  1.47470023980587115323082831466025582e-01

dot(p)_11(L=15)=  1.57560104946331215746756291031064596e-01

dot(p)_11(L=16)=  1.67625322923837419174009276300406385e-01

dot(p)_11(L=17)=  1.77669908331001674259181545619461563e-01

dot(p)_11(L=18)=  1.87697196728241415719484736884055057e-01

dot(p)_11(L=19)=  1.97709850171065095721286679718829376e-01

dot(p)_11(L=20)=  2.07710017119794541409223322841384238e-01

dot(p)_11(L=21)=  2.17699449430179396926175657678205288e-01

dot(p)_11(L=22)=  2.27679589068293325858450546286826408e-01

dot(p)_11(L=23)=  2.37651633207588469503749079134488345e-01

dot(p)_11(L=24)=  2.47616583690594282118651120346360992e-01

dot(p)_11(L=25)=  2.57575285037566835802800604984332649e-01

dot(p)_11(L=26)=  2.67528453962889053423641250148166429e-01

dot(p)_11(L=27)=  2.77476702521825807503075669390396841e-01

dot(p)_11(L=28)=  2.87420556427964842930860835613570828e-01

dot(p)_11(L=29)=  2.97360469672133561079407747069154322e-01

dot(p)_11(L=30)=  3.07296836282028665099630685756644216e-01

dot(p)_11(L=31)=  3.17229999851826066563073041040529853e-01

dot(p)_11(L=32)=  3.27160261318158853922168028578296233e-01

dot(p)_11(L=33)=  3.3708788534638329550928226452667098e-01

dot(p)_11(L=34)=  3.4701310560750534138230704788315541e-01

dot(p)_11(L=35)=  3.56936129163504520758511566236558059e-01

dot(p)_11(L=36)=  3.66857140131426467398418481440676596e-01

dot(p)_11(L=37)=  3.76776302760503356789126301537173653e-01

dot(p)_11(L=38)=  3.86693764028816308581840732390469386e-01

dot(p)_11(L=39)=  3.96609655844540645350838409652502858e-01

dot(p)_11(L=40)=  4.06524096920080599900670767247328663e-01

dot(p)_11(L=41)=  4.16437194374272965977531977669048068e-01

dot(p)_11(L=42)=  4.26349045107477354817134444498597608e-01

dot(p)_11(L=43)=  4.36259736986143023551012850523353154e-01

dot(p)_11(L=44)=  4.46169349866872168034866327672511248e-01

dot(p)_11(L=45)=  4.56077956484724877505905390103060405e-01

dot(p)_11(L=46)=  4.65985623226254451627484855130722736e-01

dot(p)_11(L=47)=  4.75892410804310066521932976439843597e-01

dot(p)_11(L=48)=  4.85798374848831545169608076788566836e-01

dot(p)_11(L=49)=  4.95703566425559475943043370422181228e-01

dot(p)_11(L=50)=  5.05608032492692281333730015703635298e-01

dot(p)_11(L=51)=  5.15511816303960666567164337485014618e-01

dot(p)_11(L=52)=  5.25414957765296348034579562347173075e-01

dot(p)_11(L=53)=  5.35317493751196122600962385510514059e-01

dot(p)_11(L=54)=  5.45219458385984292279221579859293872e-01

dot(p)_11(L=55)=  5.55120883294424194252608106224619299e-01

dot(p)_11(L=56)=  5.65021797825497312650005776332448955e-01

dot(p)_11(L=57)=  5.74922229252635300144911225535061953e-01

dot(p)_11(L=58)=  5.84822202953239266687532336406112365e-01

dot(p)_11(L=59)=  5.94721742569938081646887025758278404e-01

dot(p)_11(L=60)=  6.04620870155711876890649209433080651e-01

dot(p)_11(L=61)=  6.14519606304729145903340321206594079e-01

dot(p)_11(L=62)=  6.24417970270508155948079480174466355e-01

dot(p)_11(L=63)=  6.34315980072809500111704318241566619e-01

dot(p)_11(L=64)=  6.44213652594491266655607442737558937e-01
